id,url,bottle_image_url,name_raw,designer_raw,global_rating,global_rating_count,top_notes_raw,heart_notes_raw,base_notes_raw,perfumers_raw,seasons_raw_dist,time_of_day_raw_dist,longevity_fixed_dist,sillage_fixed_dist,price_value_fixed_dist,gender_fixed_dist,perfume_id,vibe_reactions_raw_dist,notes_corpus_weighted,is_elegant,is_clean,is_leadership_boss,is_seductive,is_fresh_casual,total_votes,satisfaction_rate,controversy_index,best_season,day_ratio,longevity_norm,sillage_norm,compliments_norm,olfactory_cluster,olfactory_profile_label
c824afcb-8963-4bb8-9943-a1822ffc461a,https://www.fragrantica.es/perfume/Avon/Moon-Orchid-34862.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.34862.jpg,Moon Orchid Avon para Mujeres,Avon,4.6,5,[],[],[],Quentin Bisch,"{""winter"": ""1.3k"", ""spring"": ""260"", ""summer"": ""148"", ""fall"": ""889""}","{""day"": ""524"", ""night"": ""1.9k""}","{""débil"": ""0"", ""escasa"": ""1"", ""duradera"": ""0"", ""moderada"": ""0"", ""muy duradera"": ""0""}","{""suave"": ""1"", ""enorme"": ""2"", ""pesada"": ""3"", ""moderada"": ""0""}","{""buen precio"": ""0"", ""precio moderado"": ""1"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""0""}","{""unisex"": ""0"", ""femenino"": ""1"", ""masculino"": ""0"", ""unisex femenino"": ""0"", ""unisex masculino"": ""0""}",393,"{""love"": ""615"", ""like"": ""920"", ""ok"": ""564"", ""dislike"": ""292"", ""hate"": ""224""}",unknown_note,0,0,0,0,0,2615.0,0.5869980879541109,0.19732313575525812,winter,0.21617161716171618,0.5,0.5,0.5,1,Nocturno Urbano & Aceptación Versátil
4744651c-491e-45ea-9b46-8b1fe7a4c372,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Musk-Sanitizer-63931.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.63931.jpg,Musk Sanitizer Al Haramain Perfumes para Hombres y Mujeres,Al Haramain Perfumes,0.0,0,[],[],[],Francis Kurkdjian,"{""winter"": ""244"", ""spring"": ""1.6k"", ""summer"": ""2.1k"", ""fall"": ""689""}","{""day"": ""2.1k"", ""night"": ""709""}","{""débil"": ""0"", ""escasa"": ""0"", ""duradera"": ""0"", ""moderada"": ""0"", ""muy duradera"": ""0""}","{""suave"": ""0"", ""enorme"": ""0"", ""pesada"": ""0"", ""moderada"": ""0""}","{""buen precio"": ""0"", ""precio moderado"": ""0"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""0""}","{""unisex"": ""0"", ""femenino"": ""0"", ""masculino"": ""0"", ""unisex femenino"": ""0"", ""unisex masculino"": ""0""}",85,"{""love"": ""1.1k"", ""like"": ""1.4k"", ""ok"": ""866"", ""dislike"": ""474"", ""hate"": ""346""}",unknown_note,0,0,0,0,0,4186.0,0.5972288580984233,0.19589106545628285,summer,0.7475970096119615,0.5,0.5,0.5,5,Seductor & Imán de Cumplidos
7b396dc5-5e17-4289-b703-f1bc618b8883,https://www.fragrantica.es/perfume/French-Avenue/Musc-D-Prive-105960.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.105960.jpg,Musc D' Prive French Avenue para Hombres y Mujeres,French Avenue,3.67,9,"[""aldehdos"", ""ctricos""]","[""rosa"", ""almizcle"", ""jazmn""]","[""vainilla"", ""cedro"", ""mbar""]",Olivier Polge,"{""winter"": ""833"", ""spring"": ""858"", ""summer"": ""846"", ""fall"": ""773""}","{""day"": ""1.3k"", ""night"": ""1.4k""}","{""débil"": ""1"", ""escasa"": ""0"", ""duradera"": ""1"", ""moderada"": ""5"", ""muy duradera"": ""0""}","{""suave"": ""1"", ""enorme"": ""0"", ""pesada"": ""0"", ""moderada"": ""5""}","{""buen precio"": ""0"", ""precio moderado"": ""2"", ""excelente precio"": ""2"", ""ligeramente costoso"": ""2"", ""extremadamente costoso"": ""0""}","{""unisex"": ""2"", ""femenino"": ""1"", ""masculino"": ""1"", ""unisex femenino"": ""1"", ""unisex masculino"": ""1""}",1488,"{""love"": ""1.6k"", ""like"": ""450"", ""ok"": ""229"", ""dislike"": ""949"", ""hate"": ""1.4k""}",aldehdos ctricos rosa almizcle jazmn rosa almizcle jazmn vainilla cedro mbar vainilla cedro mbar vainilla cedro mbar,0,0,0,0,0,4628.0,0.4429559204840104,0.507562662057044,spring,0.48148148148148145,0.5,0.5,0.5,3,Mass-Pleaser & Apuesta Segura
b6032613-103c-4bc6-88e9-030bce33f608,https://www.fragrantica.es/perfume/Victoria-s-Secret/Charmed-114703.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.114703.jpg,Charmed Victoria's Secret para Mujeres,Victoria'S Secret,5.0,1,[],[],[],"Christine Nagel, Dominique Ropion","{""winter"": ""5.7k"", ""spring"": ""5.7k"", ""summer"": ""5.7k"", ""fall"": ""5.8k""}","{""day"": ""10.2k"", ""night"": ""10.4k""}","{""débil"": ""0"", ""escasa"": ""0"", ""duradera"": ""0"", ""moderada"": ""0"", ""muy duradera"": ""0""}","{""suave"": ""0"", ""enorme"": ""0"", ""pesada"": ""0"", ""moderada"": ""0""}","{""buen precio"": ""0"", ""precio moderado"": ""0"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""0""}","{""unisex"": ""0"", ""femenino"": ""0"", ""masculino"": ""0"", ""unisex femenino"": ""0"", ""unisex masculino"": ""0""}",3522,"{""love"": ""12.1k"", ""like"": ""7.2k"", ""ok"": ""2.9k"", ""dislike"": ""1.2k"", ""hate"": ""775""}",unknown_note,0,0,0,0,0,24175.0,0.7983453981385729,0.08169596690796277,fall,0.49514563106796117,0.5,0.5,0.5,2,Nicho Polarizante & Amaderado Audaz
997cfa66-d9ef-48d8-afdf-8212fdffe9c4,https://www.fragrantica.es/perfume/Giorgio-Armani/Acqua-di-Gio-Profondo-Parfum-90451.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.90451.jpg,Acqua di Giò Profondo Parfum Giorgio Armani para Hombres,Giorgio Armani,3.99,2238,"[""notas marinas"", ""mandarina verde""]","[""mimosa""]","[""pachul"", ""ldano""]",Alberto Morillas,"{""winter"": ""2.3k"", ""spring"": ""2.3k"", ""summer"": ""2.3k"", ""fall"": ""2.4k""}","{""day"": ""2.4k"", ""night"": ""2.4k""}","{""débil"": ""98"", ""escasa"": ""54"", ""duradera"": ""426"", ""moderada"": ""896"", ""muy duradera"": ""34""}","{""suave"": ""199"", ""enorme"": ""28"", ""pesada"": ""191"", ""moderada"": ""896""}","{""buen precio"": ""141"", ""precio moderado"": ""614"", ""excelente precio"": ""31"", ""ligeramente costoso"": ""421"", ""extremadamente costoso"": ""104""}","{""unisex"": ""37"", ""femenino"": ""26"", ""masculino"": ""1.1k"", ""unisex femenino"": ""3"", ""unisex masculino"": ""283""}",1516,"{""love"": ""2.7k"", ""like"": ""832"", ""ok"": ""390"", ""dislike"": ""1.6k"", ""hate"": ""2.3k""}",notas marinas mandarina verde mimosa mimosa pachul ldano pachul ldano pachul ldano,0,0,0,0,0,7822.0,0.45154691894656096,0.49859371004858094,fall,0.5,0.5,0.5,0.5,3,Mass-Pleaser & Apuesta Segura
dfb43159-c001-4723-875e-63a4f40bbb25,https://www.fragrantica.es/perfume/Fragrance-World/Renheit-95994.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.95994.jpg,Renheit Fragrance World para Hombres,Fragrance World,4.12,74,"[""manzanilla"", ""lavanda"", ""mandarina"", ""flor del espino"", ""bergamota"", ""nuez moscada""]","[""clavos de olor"", ""madreselva"", ""jazmn"", ""nuez moscada""]","[""cuero"", ""pachul"", ""almizcle"", ""vetiver""]",Jacques Cavallier,"{""winter"": ""472"", ""spring"": ""502"", ""summer"": ""503"", ""fall"": ""495""}","{""day"": ""722"", ""night"": ""710""}","{""débil"": ""5"", ""escasa"": ""0"", ""duradera"": ""15"", ""moderada"": ""33"", ""muy duradera"": ""2""}","{""suave"": ""7"", ""enorme"": ""2"", ""pesada"": ""9"", ""moderada"": ""33""}","{""buen precio"": ""23"", ""precio moderado"": ""7"", ""excelente precio"": ""17"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""1""}","{""unisex"": ""5"", ""femenino"": ""2"", ""masculino"": ""41"", ""unisex femenino"": ""0"", ""unisex masculino"": ""5""}",1433,"{""love"": ""706"", ""like"": ""210"", ""ok"": ""91"", ""dislike"": ""424"", ""hate"": ""618""}",manzanilla lavanda mandarina flor del espino bergamota nuez moscada clavos de olor madreselva jazmn nuez moscada clavos de olor madreselva jazmn nuez moscada cuero pachul almizcle vetiver cuero pachul almizcle vetiver cuero pachul almizcle vetiver,1,1,0,0,0,2049.0,0.4470473401659346,0.5085407515861395,summer,0.5041899441340782,0.5,0.5,0.5,8,Larga Duración & Alta Fijación
f88ab1c0-6b89-4f38-8628-10f4b6f7b1fc,https://www.fragrantica.es/perfume/Jo-Malone-London/Highland-Heather-82495.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.82495.jpg,Highland Heather Jo Malone London para Hombres y Mujeres,Jo Malone London,3.78,125,[],[],[],"Dominique Ropion, Quentin Bisch","{""winter"": ""1.5k"", ""spring"": ""312"", ""summer"": ""150"", ""fall"": ""989""}","{""day"": ""535"", ""night"": ""2.1k""}","{""débil"": ""10"", ""escasa"": ""1"", ""duradera"": ""7"", ""moderada"": ""39"", ""muy duradera"": ""4""}","{""suave"": ""13"", ""enorme"": ""0"", ""pesada"": ""4"", ""moderada"": ""39""}","{""buen precio"": ""5"", ""precio moderado"": ""27"", ""excelente precio"": ""1"", ""ligeramente costoso"": ""13"", ""extremadamente costoso"": ""5""}","{""unisex"": ""32"", ""femenino"": ""3"", ""masculino"": ""7"", ""unisex femenino"": ""12"", ""unisex masculino"": ""23""}",1984,"{""love"": ""836"", ""like"": ""1.1k"", ""ok"": ""645"", ""dislike"": ""408"", ""hate"": ""280""}",unknown_note,0,0,0,0,0,3269.0,0.592230039767513,0.21046191495870298,winter,0.2030360531309298,0.5,0.5,0.5,1,Nocturno Urbano & Aceptación Versátil
68430f80-6714-478a-a253-917c05779e8f,https://www.fragrantica.es/perfume/Zara/Frayed-Edge-65921.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.65921.jpg,Frayed Edge Zara para Hombres,Zara,3.83,35,"[""cardamomo""]","[""pimienta negra""]","[""vetiver""]","Dominique Ropion, Thierry Wasser","{""winter"": ""6k"", ""spring"": ""6.2k"", ""summer"": ""6k"", ""fall"": ""6.1k""}","{""day"": ""8.7k"", ""night"": ""8.6k""}","{""débil"": ""10"", ""escasa"": ""3"", ""duradera"": ""6"", ""moderada"": ""13"", ""muy duradera"": ""0""}","{""suave"": ""9"", ""enorme"": ""0"", ""pesada"": ""2"", ""moderada"": ""13""}","{""buen precio"": ""10"", ""precio moderado"": ""6"", ""excelente precio"": ""7"", ""ligeramente costoso"": ""1"", ""extremadamente costoso"": ""0""}","{""unisex"": ""10"", ""femenino"": ""1"", ""masculino"": ""12"", ""unisex femenino"": ""0"", ""unisex masculino"": ""3""}",3930,"{""love"": ""13.8k"", ""like"": ""8.4k"", ""ok"": ""3.3k"", ""dislike"": ""1.4k"", ""hate"": ""844""}",cardamomo pimienta negra pimienta negra vetiver vetiver vetiver,1,0,0,0,0,27744.0,0.8001730103806228,0.08088235294117647,spring,0.5028901734104047,0.5,0.5,0.5,7,Estela Potente & Presencia Impuesta
e50b151e-dee7-4e2e-aee3-980663818207,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Prism-Classic-53257.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.53257.jpg,Prism Classic Al Haramain Perfumes para Mujeres,Al Haramain Perfumes,4.17,6,"[""ciruela mirabel"", ""durazno melocotn"", ""bergamota""]","[""jazmn"", ""nardos"", ""hojas de violeta""]","[""vainilla"", ""sndalo"", ""pachul"", ""ambroxan""]",Francis Kurkdjian,"{""winter"": ""430"", ""spring"": ""402"", ""summer"": ""402"", ""fall"": ""423""}","{""day"": ""649"", ""night"": ""671""}","{""débil"": ""1"", ""escasa"": ""0"", ""duradera"": ""1"", ""moderada"": ""2"", ""muy duradera"": ""0""}","{""suave"": ""0"", ""enorme"": ""3"", ""pesada"": ""1"", ""moderada"": ""2""}","{""buen precio"": ""1"", ""precio moderado"": ""1"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""0""}","{""unisex"": ""0"", ""femenino"": ""2"", ""masculino"": ""0"", ""unisex femenino"": ""0"", ""unisex masculino"": ""0""}",97,"{""love"": ""632"", ""like"": ""166"", ""ok"": ""89"", ""dislike"": ""347"", ""hate"": ""529""}",ciruela mirabel durazno melocotn bergamota jazmn nardos hojas de violeta jazmn nardos hojas de violeta vainilla sndalo pachul ambroxan vainilla sndalo pachul ambroxan vainilla sndalo pachul ambroxan,0,1,0,0,0,1763.0,0.45263754963131025,0.4968803176403857,winter,0.49166666666666664,0.5,0.5,0.5,8,Larga Duración & Alta Fijación
c91ba24d-fedb-4623-a34b-09226c9071dc,https://www.fragrantica.es/perfume/Comme-des-Garcons/Stuessy-Laguna-Beach-65297.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.65297.jpg,Stüssy Laguna Beach Comme des Garcons para Hombres y Mujeres,Comme Des Garcons,4.05,80,[],[],[],"Christine Nagel, Jean-Claude Ellena","{""winter"": ""1.3k"", ""spring"": ""1.3k"", ""summer"": ""1.3k"", ""fall"": ""1.4k""}","{""day"": ""3.7k"", ""night"": ""3.6k""}","{""débil"": ""4"", ""escasa"": ""0"", ""duradera"": ""6"", ""moderada"": ""21"", ""muy duradera"": ""7""}","{""suave"": ""4"", ""enorme"": ""2"", ""pesada"": ""9"", ""moderada"": ""21""}","{""buen precio"": ""12"", ""precio moderado"": ""16"", ""excelente precio"": ""3"", ""ligeramente costoso"": ""5"", ""extremadamente costoso"": ""2""}","{""unisex"": ""28"", ""femenino"": ""2"", ""masculino"": ""3"", ""unisex femenino"": ""1"", ""unisex masculino"": ""15""}",1083,"{""love"": ""3.3k"", ""like"": ""2.1k"", ""ok"": ""836"", ""dislike"": ""346"", ""hate"": ""208""}",unknown_note,0,0,0,0,0,6790.0,0.7952871870397643,0.08159057437407953,fall,0.5068493150684932,0.5,0.5,0.5,2,Nicho Polarizante & Amaderado Audaz
